provincia_nombre,casos,prop_masc,prop_joven,edad_media,anio,mes,region,cluster_territorial,perfil_dominante,lag1,lag2,lag3,roll3_mean,roll3_std,umbral_alerta,alerta
Buenos Aires,84,0.7738095238095238,0.34523809523809523,39.857142857142854,2019,7,Centro,1,0,47.0,46.0,71.0,54.666666666666664,14.15391583037473,106.2,0
Buenos Aires,55,0.8363636363636363,0.38181818181818183,38.81818181818182,2019,8,Centro,1,0,84.0,47.0,46.0,59.0,21.656407827707692,106.2,0
Buenos Aires,82,0.7439024390243902,0.3780487804878049,40.47560975609756,2019,9,Centro,1,0,55.0,84.0,47.0,62.0,19.46792233393176,106.2,0
Buenos Aires,64,0.796875,0.3125,41.609375,2019,10,Centro,1,0,82.0,55.0,84.0,73.66666666666667,16.196707484341758,106.2,0
Buenos Aires,63,0.873015873015873,0.30158730158730157,39.61904761904762,2019,11,Centro,1,0,64.0,82.0,55.0,67.0,13.747727084867483,106.2,0
Buenos Aires,72,0.7361111111111112,0.4722222222222222,37.27777777777778,2019,12,Centro,1,0,63.0,64.0,82.0,69.66666666666667,10.69267662156358,106.2,0
Buenos Aires,64,0.765625,0.40625,40.125,2020,1,Centro,1,0,72.0,63.0,64.0,66.33333333333333,4.932882862316149,106.2,0
Buenos Aires,64,0.84375,0.515625,37.703125,2020,2,Centro,1,0,64.0,72.0,63.0,66.33333333333333,4.932882862316149,106.2,0
Buenos Aires,38,0.7368421052631579,0.2631578947368421,46.73684210526316,2020,3,Centro,1,0,64.0,64.0,72.0,66.66666666666667,4.618802153516899,106.2,0
Buenos Aires,55,0.7272727272727273,0.32727272727272727,41.81818181818182,2020,4,Centro,1,0,38.0,64.0,64.0,55.333333333333336,15.011106998930272,106.2,0
Buenos Aires,61,0.8032786885245902,0.4918032786885246,41.34426229508197,2020,5,Centro,1,0,55.0,38.0,64.0,52.333333333333336,13.203534880225574,106.2,0
Buenos Aires,51,0.8235294117647058,0.3333333333333333,46.31372549019608,2020,6,Centro,1,0,61.0,55.0,38.0,51.333333333333336,11.930353445448855,106.2,0
Buenos Aires,58,0.8275862068965517,0.22413793103448276,45.793103448275865,2020,7,Centro,1,0,51.0,61.0,55.0,55.666666666666664,5.033222956847165,106.2,0
Buenos Aires,72,0.8333333333333334,0.2777777777777778,44.083333333333336,2020,8,Centro,1,0,58.0,51.0,61.0,56.666666666666664,5.131601439446884,106.2,0
Buenos Aires,49,0.8367346938775511,0.2857142857142857,43.02040816326531,2020,9,Centro,1,0,72.0,58.0,51.0,60.333333333333336,10.692676621563626,106.2,0
Buenos Aires,79,0.7848101265822784,0.2911392405063291,42.25316455696203,2020,10,Centro,1,0,49.0,72.0,58.0,59.666666666666664,11.59022576714247,106.2,0
Buenos Aires,115,0.782608695652174,0.3826086956521739,42.47826086956522,2020,11,Centro,1,0,79.0,49.0,72.0,66.66666666666667,15.695009822658067,106.2,1
